Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,NBA Playoffs Campaign 2024,Billing Request- 00103076,Melissa Grant,8/3/2024,10/24/2024,Invoice Revision: Credit/Rebill,a6JHn6934219,,Sep; Oct,Late media plan changes from client.
Complete,DirecTV NASCAR Campaign 2026,Billing Request- 00103077,Laura Jenkins,1/17/2026,3/1/2026,Invoice Revision: Credit/Rebill,a6Jat8810454,Late Billing Submission,Jul,Invoice details mismatch with approved campaign.
Complete,Global Consumer Products 2026,Billing Request- 00103078,Kevin Parker,1/18/2026,5/3/2026,Invoice Revision: Missed Billing,a6JHn7641819,Agency Revision Request,Jan; Feb,Invoice details mismatch with approved campaign.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103079,Angelica Herrera Calvo,10/17/2025,12/3/2025,Invoice Revision: Credit/Rebill,a6Jat4836380,Late Billing Submission,Nov,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00103080,Tyler Ward,7/21/2024,10/24/2024,Invoice Revision: Credit/Rebill,a6Jat3680258,Missing Backup Documentation,Nov,Incorrect legal terms delayed PTS.
Waiting on Someone Else,NWSL Prime Video 2025,Billing Request- 00103081,Angelica Herrera Calvo,6/23/2025,8/8/2025,Invoice Revision: Credit/Rebill,a6JXt3188785,Late Billing Submission,Jan; Feb,Missing supporting documentation from vendor.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00103082,Gabo Munoz,2/5/2024,3/13/2024,Invoice Revision: Credit/Rebill,a6JXt8916565,PO / IO Mismatch,Mar,Manual billing entry issue.
Complete,Retail Media Expansion 2026,Billing Request- 00103083,Tyler Ward,2/9/2026,3/4/2026,Invoice Revision: Credit/Rebill,a6Jat7068380,Incorrect Invoice Amount,Jul,Agency submitted updated invoice mapping.
Complete,Amazon TNF 2024 2024,Billing Request- 00103084,Tyler Ward,11/22/2024,1/9/2025,Invoice Revision: Missed Billing,a6JHn7612287,PO / IO Mismatch,Sep,Client requested retroactive billing adjustments.
Complete,Global Consumer Products 2025,Billing Request- 00103085,Sofia Morales,8/10/2025,11/5/2025,Invoice Revision: Credit/Rebill,a6JXt8849014,Missing Backup Documentation,Oct,Finance validation process delay.
Remove/Inactive,Amazon TNF 2024 2025,Billing Request- 00103086,Elena Salazar Castillo,12/18/2025,3/8/2026,Invoice Revision: Credit/Rebill,a6Jat6212745,Late Billing Submission,Mar; Apr,Missing supporting documentation from vendor.
Complete,Retail Media Expansion 2025,Billing Request- 00103087,Angelica Herrera Calvo,6/8/2025,9/5/2025,Invoice Revision: Missed Billing,a6Jat6189138,PO / IO Mismatch,Mar; Apr,
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00103088,Laura Jenkins,12/15/2024,3/21/2025,Invoice Revision: Credit/Rebill,a6JXt4032775,,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00103089,Andrew Rivera,4/5/2025,5/24/2025,Invoice Revision: Missed Billing,a6Jat6492766,Agency Revision Request,Jun,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00103090,Andrew Rivera,6/4/2024,9/4/2024,Invoice Revision: Credit/Rebill,a6JXt5537933,Missing Backup Documentation,Jul,Manual billing entry issue.
Complete,NWSL Prime Video 2024,Billing Request- 00103091,Kevin Parker,5/8/2024,8/29/2024,Invoice Revision: Credit/Rebill,a6Jat6004008,Agency Revision Request,Jan; Feb,Incorrect legal terms delayed PTS.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103092,Sofia Morales,7/13/2025,11/2/2025,Invoice Revision: Missed Billing,a6JHn9723371,Late Billing Submission,Jun,Late media plan changes from client.
Complete,NBA League Pass 2026,Billing Request- 00103093,Melissa Grant,3/7/2026,5/9/2026,Invoice Copy,a6JXt6435975,,Mar,Manual billing entry issue.
Complete,Retail Media Expansion 2025,Billing Request- 00103094,Sofia Morales,5/20/2025,5/27/2025,Invoice Revision: Credit/Rebill,a6Jat5153601,Other Invoice Details,Apr,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2025,Billing Request- 00103095,Andrew Rivera,4/8/2025,5/13/2025,Invoice Revision: Missed Billing,a6JXt4414013,Late Billing Submission,Aug,
Blocked,NBA Playoffs Campaign 2026,Billing Request- 00103096,Connor Mora,1/24/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6JHn4608129,PO / IO Mismatch,Dec,Agency submitted updated invoice mapping.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00103097,Melissa Grant,11/17/2024,12/7/2024,Invoice Revision: Credit/Rebill,a6Jat5066225,Agency Revision Request,Jul,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2024,Billing Request- 00103098,Connor Mora,1/3/2024,3/19/2024,Invoice Revision: Credit/Rebill,a6Jat5100456,PO / IO Mismatch,Mar; Apr,Finance validation process delay.
Complete,Global Consumer Products 2024,Billing Request- 00103099,Andrew Rivera,2/27/2024,3/22/2024,Invoice Revision: Missed Billing,a6Jat2638852,Late Billing Submission,Nov,Missing supporting documentation from vendor.
Complete,Amazon TNF 2024 2026,Billing Request- 00103100,Andrew Rivera,1/4/2026,1/5/2026,Invoice Revision: Missed Billing,a6JXt2328461,Late Billing Submission,Nov,Manual billing entry issue.
Complete,DirecTV NASCAR Campaign 2026,Billing Request- 00103101,Connor Mora,2/14/2026,3/24/2026,Invoice Copy,a6JXt9069161,Incorrect Invoice Amount,Mar,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00103102,Gabo Munoz,9/9/2024,10/18/2024,Invoice Copy,a6Jat8586591,Missing Backup Documentation,Jul; Aug,Agency submitted updated invoice mapping.
Complete,TNF Sponsorship 2025,Billing Request- 00103103,Gabo Munoz,4/6/2025,7/31/2025,Invoice Revision: Missed Billing,a6JXt9718692,,Nov; Dec,Manual billing entry issue.
Waiting on Someone Else,NFL Prime Video 2024,Billing Request- 00103104,Gabo Munoz,12/31/2024,3/14/2025,Invoice Revision: Credit/Rebill,a6JHn1211709,Incorrect Invoice Amount,Jul,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00103105,Melissa Grant,2/8/2024,4/18/2024,Invoice Revision: Missed Billing,a6Jat8564313,Missing Backup Documentation,Dec,Agency submitted updated invoice mapping.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00103106,Elena Salazar Castillo,1/22/2025,5/16/2025,Invoice Revision: Credit/Rebill,a6JHn6810325,Missing Backup Documentation,Sep; Oct,Manual billing entry issue.
Complete,Amazon TNF 2024 2024,Billing Request- 00103107,Connor Mora,7/16/2024,9/18/2024,Invoice Revision: Credit/Rebill,a6JHn9481497,Other Invoice Details,Mar; Apr,Finance validation process delay.
Complete,Confluence Academy 2026,Billing Request- 00103108,Melissa Grant,4/16/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6Jat9509420,,Sep,Agency submitted updated invoice mapping.
Complete,NFL Prime Video 2025,Billing Request- 00103109,Andrew Rivera,4/30/2025,8/8/2025,Invoice Revision: Credit/Rebill,a6JHn2403738,Agency Revision Request,Nov,Manual billing entry issue.
Waiting on Someone Else,TNF Sponsorship 2025,Billing Request- 00103110,Connor Mora,1/12/2025,2/18/2025,Invoice Revision: Credit/Rebill,a6JXt5714597,Other Invoice Details,Nov,Client requested retroactive billing adjustments.
Complete,Global Consumer Products 2025,Billing Request- 00103111,Andrew Rivera,6/13/2025,6/14/2025,Invoice Revision: Credit/Rebill,a6JHn7926648,Late Billing Submission,Feb,Manual billing entry issue.
Complete,NWSL Prime Video 2026,Billing Request- 00103112,Gabo Munoz,3/6/2026,5/1/2026,Invoice Revision: Credit/Rebill,a6JXt4812149,Agency Revision Request,May; Jun,Missing supporting documentation from vendor.
Blocked,TNF Sponsorship 2024,Billing Request- 00103113,Connor Mora,5/30/2024,9/14/2024,Invoice Revision: Credit/Rebill,a6JHn1130501,Late Billing Submission,Jun,Finance validation process delay.
Blocked,NWSL Halftime Sponsorship 2024,Billing Request- 00103114,Connor Mora,11/24/2024,2/9/2025,Invoice Revision: Credit/Rebill,a6Jat1432830,,Nov; Dec,Manual billing entry issue.
Complete,NFL Prime Video 2024,Billing Request- 00103115,Angelica Herrera Calvo,7/3/2024,7/17/2024,Invoice Revision: Credit/Rebill,a6Jat8166851,,Jan; Feb,
Complete,TNF Sponsorship 2024,Billing Request- 00103116,Connor Mora,11/12/2024,1/28/2025,Invoice Revision: Credit/Rebill,a6JHn6281435,Other Invoice Details,Jul; Aug,Late media plan changes from client.
Complete,Prime Sports NFL 2026,Billing Request- 00103117,Andrew Rivera,5/2/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JXt6899602,PO / IO Mismatch,Mar; Apr,
Ready for Work,NFL Prime Video 2025,Billing Request- 00103118,Andrew Rivera,4/10/2025,6/30/2025,Invoice Revision: Missed Billing,a6JHn1939699,Agency Revision Request,Jan,Late media plan changes from client.
Complete,NFL Prime Video 2025,Billing Request- 00103119,Connor Mora,10/6/2025,1/2/2026,Invoice Revision: Missed Billing,a6Jat2047582,Other Invoice Details,Sep,Invoice details mismatch with approved campaign.
Complete,NWSL Prime Video 2025,Billing Request- 00103120,Tyler Ward,9/13/2025,12/24/2025,Invoice Revision: Missed Billing,a6JXt6676201,Incorrect Invoice Amount,Jan; Feb,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00103121,Andrew Rivera,1/20/2024,4/2/2024,Invoice Revision: Credit/Rebill,a6Jat9106263,,Feb,Agency submitted updated invoice mapping.
Complete,TNF Sponsorship 2026,Billing Request- 00103122,Andrew Rivera,2/22/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6Jat6122649,PO / IO Mismatch,Jun,Finance validation process delay.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00103123,Sofia Morales,3/11/2025,4/22/2025,Invoice Revision: Missed Billing,a6JXt4063287,Incorrect Invoice Amount,Sep; Oct,
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103124,Angelica Herrera Calvo,5/1/2025,6/17/2025,Invoice Revision: Credit/Rebill,a6Jat4190596,Agency Revision Request,Nov,Finance validation process delay.
Ready for Work,NASCAR P&Q 2026,Billing Request- 00103125,Melissa Grant,1/5/2026,1/26/2026,Invoice Revision: Credit/Rebill,a6JXt9439429,Agency Revision Request,Mar; Apr,Manual billing entry issue.
Complete,NWSL Prime Video 2025,Billing Request- 00103126,Angelica Herrera Calvo,9/28/2025,11/7/2025,Invoice Revision: Credit/Rebill,a6JXt8632165,PO / IO Mismatch,Nov; Dec,Manual billing entry issue.
Complete,NASCAR P&Q 2025,Billing Request- 00103127,Andrew Rivera,7/21/2025,10/31/2025,Invoice Revision: Credit/Rebill,a6JXt7984488,Late Billing Submission,Jun,Agency submitted updated invoice mapping.
Waiting on Someone Else,NBA Playoffs Campaign 2025,Billing Request- 00103128,Gabo Munoz,6/20/2025,10/9/2025,Invoice Revision: Missed Billing,a6JHn3651430,,Apr,Missing supporting documentation from vendor.
Complete,Amazon TNF 2024 2025,Billing Request- 00103129,Melissa Grant,5/6/2025,6/10/2025,Invoice Revision: Missed Billing,a6Jat7281373,Agency Revision Request,Jul,Late media plan changes from client.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00103130,Tyler Ward,3/29/2026,4/21/2026,Invoice Revision: Missed Billing,a6JXt8039553,Missing Backup Documentation,Jul,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2025,Billing Request- 00103131,Angelica Herrera Calvo,5/26/2025,7/1/2025,Invoice Revision: Missed Billing,a6JXt6141927,Incorrect Invoice Amount,Oct,Agency submitted updated invoice mapping.
Ready for Work,NASCAR Apex 2025 2024,Billing Request- 00103132,Andrew Rivera,2/23/2024,4/23/2024,Invoice Revision: Credit/Rebill,a6JXt6577582,Agency Revision Request,Oct,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2026,Billing Request- 00103133,Angelica Herrera Calvo,1/21/2026,4/12/2026,Invoice Revision: Missed Billing,a6JHn7351273,PO / IO Mismatch,Apr,Invoice details mismatch with approved campaign.
Complete,Prime Sports NFL 2024,Billing Request- 00103134,Elena Salazar Castillo,11/15/2024,11/30/2024,Invoice Revision: Credit/Rebill,a6JXt3913153,Agency Revision Request,Jan; Feb,Late media plan changes from client.
Complete,Streaming Bundle Initiative 2024,Billing Request- 00103135,Angelica Herrera Calvo,11/1/2024,2/22/2025,Invoice Revision: Credit/Rebill,a6Jat6422541,Agency Revision Request,Sep; Oct,Finance validation process delay.
Complete,TNF Sponsorship 2025,Billing Request- 00103136,Connor Mora,11/27/2025,2/8/2026,Invoice Revision: Credit/Rebill,a6JHn6303016,Incorrect Invoice Amount,Dec,Incorrect legal terms delayed PTS.
Ready for Work,NWSL Halftime Sponsorship 2026,Billing Request- 00103137,Andrew Rivera,2/26/2026,5/7/2026,Invoice Revision: Missed Billing,a6Jat6697615,,Nov; Dec,Agency submitted updated invoice mapping.
Complete,Amazon TNF 2024 2024,Billing Request- 00103138,Andrew Rivera,4/10/2024,4/20/2024,Invoice Revision: Credit/Rebill,a6JHn5003244,PO / IO Mismatch,Jan; Feb,Agency submitted updated invoice mapping.
Complete,TNF Sponsorship 2025,Billing Request- 00103139,Connor Mora,1/25/2025,5/10/2025,Invoice Revision: Credit/Rebill,a6JHn7530639,Agency Revision Request,Jan,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2026,Billing Request- 00103140,Sofia Morales,4/16/2026,5/4/2026,Invoice Revision: Missed Billing,a6Jat2071418,Late Billing Submission,Feb,Missing supporting documentation from vendor.
Complete,NASCAR Apex 2025 2025,Billing Request- 00103141,Tyler Ward,8/6/2025,8/16/2025,Invoice Revision: Credit/Rebill,a6Jat2803233,Incorrect Invoice Amount,Jan,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00103142,Andrew Rivera,4/8/2025,4/19/2025,Invoice Revision: Credit/Rebill,a6Jat4141473,Missing Backup Documentation,Nov; Dec,
Blocked,WNBA Incremental Scatter 2025,Billing Request- 00103143,Elena Salazar Castillo,9/19/2025,10/19/2025,Invoice Revision: Credit/Rebill,a6JHn2341310,Agency Revision Request,Nov; Dec,Late media plan changes from client.
Complete,NWSL Prime Video 2024,Billing Request- 00103144,Sofia Morales,1/19/2024,5/7/2024,Invoice Revision: Credit/Rebill,a6JXt8594351,Incorrect Invoice Amount,Jun,Client requested retroactive billing adjustments.
Waiting on Someone Else,TNF Sponsorship 2026,Billing Request- 00103145,Andrew Rivera,1/18/2026,2/24/2026,Invoice Revision: Credit/Rebill,a6JHn1232204,Missing Backup Documentation,Jul; Aug,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00103146,Sofia Morales,9/30/2024,1/26/2025,Invoice Revision: Credit/Rebill,a6JHn3846375,Agency Revision Request,Nov,Late media plan changes from client.
Complete,NWSL Prime Video 2025,Billing Request- 00103147,Tyler Ward,6/15/2025,9/8/2025,Invoice Revision: Missed Billing,a6JHn9453083,PO / IO Mismatch,Aug,Client requested retroactive billing adjustments.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103148,Melissa Grant,9/13/2025,11/14/2025,Invoice Revision: Credit/Rebill,a6JXt4506027,Late Billing Submission,Mar; Apr,Client requested retroactive billing adjustments.
Complete,TNF Sponsorship 2025,Billing Request- 00103149,Connor Mora,11/17/2025,11/30/2025,Invoice Revision: Credit/Rebill,a6JXt9983954,Incorrect Invoice Amount,Jan,Late media plan changes from client.
Remove/Inactive,NBA League Pass 2026,Billing Request- 00103150,Sofia Morales,2/28/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6Jat3237541,Incorrect Invoice Amount,Nov; Dec,Missing supporting documentation from vendor.
Complete,Prime Sports NFL 2025,Billing Request- 00103151,Gabo Munoz,7/16/2025,9/9/2025,Invoice Revision: Credit/Rebill,a6JHn7590020,Late Billing Submission,Nov,Incorrect legal terms delayed PTS.
Complete,TNF Sponsorship 2026,Billing Request- 00103152,Elena Salazar Castillo,1/23/2026,1/31/2026,Invoice Revision: Credit/Rebill,a6Jat7370134,,Oct,Incorrect legal terms delayed PTS.
Complete,NASCAR Apex 2025 2025,Billing Request- 00103153,Laura Jenkins,3/8/2025,6/26/2025,Invoice Revision: Credit/Rebill,a6JHn4928098,Late Billing Submission,Dec,Manual billing entry issue.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00103154,Gabo Munoz,5/22/2025,8/13/2025,Invoice Revision: Missed Billing,a6JXt6550773,,May; Jun,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00103155,Tyler Ward,4/3/2026,5/7/2026,Invoice Revision: Missed Billing,a6JXt6915978,Incorrect Invoice Amount,Mar,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2024,Billing Request- 00103156,Connor Mora,6/18/2024,10/1/2024,Invoice Revision: Missed Billing,a6JXt1861987,Agency Revision Request,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,Retail Media Expansion 2026,Billing Request- 00103157,Tyler Ward,2/10/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JHn6498821,Missing Backup Documentation,Jan; Feb,Finance validation process delay.
Complete,Confluence Academy 2024,Billing Request- 00103158,Laura Jenkins,10/26/2024,2/23/2025,Invoice Revision: Missed Billing,a6JXt9673937,Incorrect Invoice Amount,Feb,Finance validation process delay.
Complete,TNF Sponsorship 2024,Billing Request- 00103159,Tyler Ward,10/13/2024,11/16/2024,Invoice Revision: Credit/Rebill,a6Jat5745746,Late Billing Submission,Nov,Finance validation process delay.
Complete,Global Consumer Products 2026,Billing Request- 00103160,Melissa Grant,2/26/2026,5/4/2026,Invoice Copy,a6JXt9087865,Agency Revision Request,Aug,Invoice details mismatch with approved campaign.
Complete,TNF Sponsorship 2024,Billing Request- 00103161,Elena Salazar Castillo,5/25/2024,7/18/2024,Invoice Revision: Credit/Rebill,a6Jat1365165,Other Invoice Details,Sep; Oct,Invoice details mismatch with approved campaign.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00103162,Kevin Parker,7/22/2024,11/1/2024,Invoice Revision: Credit/Rebill,a6Jat9845117,Late Billing Submission,Sep; Oct,Finance validation process delay.
Ready for Work,Amazon NBA Live Sports 2024,Billing Request- 00103163,Sofia Morales,3/14/2024,5/20/2024,Invoice Copy,a6Jat4666023,Other Invoice Details,Oct,Incorrect legal terms delayed PTS.
Waiting on Someone Else,NWSL Halftime Sponsorship 2025,Billing Request- 00103164,Angelica Herrera Calvo,11/10/2025,11/19/2025,Invoice Revision: Missed Billing,a6Jat5113922,,Aug,Client requested retroactive billing adjustments.
